Season (raw),Hero (raw),Role (raw),Assists (raw),Assists - Most in Game (raw),Critical Hit Damage (raw),Critical Hit Damage - Most in Game (raw),Critical Hit Kills (raw),Critical Hit Kills - Most in Game (raw),Critical Hits (raw),Critical Hits - Most in Game (raw),Critical Hits - Most in Life (raw),Damage Done (raw),Damage Done - Most in Game (raw),Damage Done - Most in Life (raw),Deaths (raw),Defensive Assists (raw),Defensive Assists - Most in Game (raw),Eliminations (raw),Eliminations - Most in Game (raw),Eliminations - Most in Life (raw),Final Blows (raw),Final Blows - Most in Game (raw),Games Played (raw),Games Tied (raw),Games Won (raw),Healing Accuracy - Best in Game (raw),Healing Done (raw),Healing Done - Most in Game (raw),Hero Damage Done (raw),Hero Damage Done - Most in Game (raw),Hero Damage Done - Most in Life (raw),Hero Wins (raw),Kill Streak - Best (raw),Melee Kills (raw),Obj Contest Time (raw),Obj Contest Time - Most in Game (raw),Objective Kills (raw),Objective Kills - Most in Game (raw),Objective Time (raw),Objective Time - Most in Game (raw),Offensive Assists (raw),Offensive Assists - Most in Game (raw),Scoped Accuracy - Best in Game (raw),Scoped Critical Hit Kills (raw),Scoped Critical Hits (raw),Scoped Critical Hits - Most in Game (raw),Self Healing (raw),Self Healing - Most in Game (raw),Solo Kills (raw),Solo Kills - Most in Game (raw),Time Played (raw),Time Spent on Fire (raw),Time Spent on Fire - Most in Game (raw),Ultimate Damage (raw),Weapon Accuracy - Best in Game (raw)
Season 12,Reaper,Damage,129,0,0,0,19,4,"2,509",202,115,"156,709","14,416","6,874",63,0,0,248,21,21,119,13,11,0,6,0,"19,742","1,814","105,070","8,813","4,428",6,21,0,629,148,81,11,"1,007",148,0,0,0,0,0,0,"19,742","1,814",8,2,"7,127","1,476",61,0,0
Season 12,Reinhardt,Tank,21,6,0,0,0,0,0,0,0,"22,981","14,576","4,993",8,0,0,45,21,14,24,15,2,0,2,0,0,0,"19,064","11,270","4,773",2,14,0,69,53,7,4,85,68,10,6,0,0,0,0,0,0,1,1,"1,100",386,60,0,0
Season 12,Roadhog,Tank,0,0,0,0,0,0,4,4,4,322,322,322,1,0,0,0,0,0,0,0,0,0,0,0,251,251,322,322,322,0,0,0,7,7,0,0,7,7,0,0,0,0,0,0,251,251,0,0,65,0,0,0,0
Season 12,Sigma,Tank,45,3,0,0,0,0,0,0,0,"62,899","28,665","13,424",19,0,0,77,33,15,32,15,3,0,3,0,0,0,"43,676","18,785","8,780",3,15,0,248,115,47,23,625,314,7,0,0,0,0,0,0,0,1,1,"2,290",578,68,0,1
Season 12,Sojourn,Damage,85,8,0,0,5,2,667,101,57,"94,138","12,371","11,389",56,0,0,150,23,20,65,14,8,0,3,0,0,0,"74,536","9,434","7,921",3,20,0,192,28,51,11,477,115,0,0,0,0,0,0,0,0,13,3,"5,016",899,47,0,0
Season 12,Soldier: 76,Damage,128,6,0,0,13,2,547,42,40,"174,280","12,596","12,256",78,42,6,235,24,20,107,12,12,0,5,0,"19,578","1,757","144,550","11,395","11,055",5,20,0,294,91,82,13,747,140,0,0,0,0,0,0,"11,239",997,12,3,"8,442","1,517",102,0,1
Season 12,Sombra,Damage,732,15,0,0,97,4,"3,597",113,37,"505,520","13,717","5,918",397,0,0,"1,349",42,19,616,19,52,0,27,0,"13,532","1,061","432,329","12,634","4,574",27,19,0,"1,319",72,403,21,"3,113",156,449,15,0,0,0,0,0,0,128,7,"39,049","6,023",59,0,1
Season 12,Symmetra,Damage,127,7,0,0,0,0,0,0,0,"110,505","14,664","6,024",70,0,0,205,26,14,78,10,9,0,4,0,681,221,"98,323","11,771","5,101",4,14,0,321,40,79,13,648,163,0,0,0,0,0,0,0,0,10,2,"6,160","1,190",45,0,1
Season 12,Torbjörn,Damage,20,3,0,0,3,3,52,15,15,"34,417","11,786","11,786",10,0,0,38,22,22,18,11,2,0,1,0,0,0,"22,624","8,409","8,409",1,22,0,43,11,13,8,43,11,0,0,0,0,0,0,0,0,2,1,"1,179",249,41,0,0
Season 12,Tracer,Damage,146,1,0,0,9,2,"1,706",152,101,"91,769","8,404","6,185",82,0,0,243,27,15,97,11,13,0,6,0,0,0,"80,787","7,486","4,613",6,15,0,509,139,96,13,641,139,0,0,0,0,0,0,"9,470",861,13,4,"7,361",861,34,0,0
Season 12,Venture,Damage,13,1,0,0,0,0,0,0,0,"9,003","7,812","2,528",5,0,0,19,17,7,4,4,1,0,1,0,0,0,"8,415","7,299","2,528",1,7,0,31,31,5,4,36,36,0,0,0,0,0,0,0,0,0,0,604,64,23,0,0
Season 12,Widowmaker,Damage,94,6,0,0,100,9,278,19,14,"103,962","7,129","4,613",82,0,0,243,21,12,149,15,11,0,6,0,0,0,"95,595","7,058","3,659",6,12,0,34,13,48,8,386,89,0,0,1,96,179,13,0,0,45,5,"8,325","1,052",79,0,1
Season 12,Winston,Tank,20,3,0,0,0,0,0,0,0,"12,184","6,298","6,298",0,0,0,30,14,14,10,6,1,0,1,0,0,0,"10,650","5,521","5,521",1,14,9,44,20,7,4,158,74,0,0,0,0,0,0,0,0,3,2,598,200,27,0,1
Season 12,Zarya,Tank,6,3,0,0,0,0,0,0,0,"2,477","2,477","1,244",2,2,2,7,7,7,1,1,0,0,0,0,0,0,"2,477","2,477","1,244",0,7,0,15,15,6,6,19,19,2,2,0,0,0,0,0,0,0,0,155,22,15,0,0
Season 12,Zenyatta,Support,18,14,0,0,2,1,22,7,5,"24,044","9,960","6,799",9,38,16,28,13,12,10,4,2,0,1,0,"14,671","5,357","15,010","5,993","4,176",1,12,0,22,12,15,6,178,101,16,7,0,0,0,0,262,167,0,0,"1,257",350,62,0,0
Season 13,Ana,Support,100,33,0,0,0,0,0,0,0,"46,668","8,141","2,690",59,183,24,118,16,7,18,4,10,0,5,0,"136,209","21,908","37,255","6,775","1,927",5,7,0,142,24,48,13,"1,113",146,109,22,1,0,0,0,"2,750",446,0,0,"8,228","1,084",44,0,1
Season 13,Ashe,Damage,131,6,0,0,29,3,234,19,10,"188,568","12,124","8,036",97,0,0,239,24,17,108,9,12,0,6,0,0,0,"160,406","9,822","6,240",6,17,0,162,21,90,14,894,206,0,0,1,26,174,14,0,0,18,3,"9,147","1,381",79,0,1
Season 13,Baptiste,Support,29,27,0,0,4,2,56,25,7,"19,778","8,172","2,058",23,70,32,47,18,7,18,9,3,0,2,1,"38,964","16,021","13,936","5,753","1,558",2,7,0,118,78,17,6,332,78,10,5,0,0,0,0,"2,940","1,033",1,1,"2,436",404,62,0,0
Season 13,Bastion,Damage,143,4,0,0,6,1,231,29,15,"213,275","38,025","14,820",65,0,0,275,46,22,132,27,10,0,5,0,0,0,"145,703","21,946","7,949",5,22,0,286,100,120,30,904,301,0,0,0,0,0,0,0,0,13,2,"7,097","1,616",56,0,0
Season 13,Brigitte,Support,150,32,0,0,0,0,0,0,0,"78,894","7,085","2,194",115,409,34,208,19,11,56,5,19,0,10,0,"177,624","14,146","72,035","6,454","2,194",10,11,0,826,152,71,10,"1,240",152,117,0,0,0,0,0,"20,822",0,4,1,"10,958","1,267",54,0,0
Season 13,Cassidy,Damage,108,4,0,0,26,3,208,19,12,"153,417","12,661","6,313",98,0,0,243,21,17,135,13,14,0,6,0,0,0,"137,355","11,148","5,587",6,17,0,258,49,92,12,661,96,0,0,0,0,0,0,0,0,18,5,"9,093","1,422",50,0,1
Season 13,D.Va,Tank,0,0,0,0,0,0,51,51,51,"2,346","2,346","2,346",1,0,0,2,2,2,2,2,0,0,0,0,0,0,"1,050","1,050","1,050",0,2,0,52,52,0,0,52,52,0,0,0,0,0,0,0,0,0,0,82,37,15,0,0
Season 13,Doomfist,Tank,4,1,0,0,1,1,47,47,18,"5,616","5,616","2,174",4,0,0,9,9,4,5,5,1,0,0,0,284,284,"5,616","5,616","2,174",0,4,0,15,15,2,2,27,27,0,0,0,0,0,0,0,0,0,0,317,6,5,0,0
Season 13,Echo,Damage,25,0,0,0,1,1,83,15,14,"25,770","5,611","5,086",16,0,0,39,9,8,14,5,2,0,1,0,107,107,"19,664","4,302","3,405",1,8,0,91,38,14,4,138,38,0,0,0,0,0,0,0,0,2,1,"1,398",179,40,0,0
Season 13,Genji,Damage,19,0,0,0,2,1,46,16,8,"23,335","11,391","4,062",18,0,0,36,16,6,17,10,2,0,0,0,0,0,"17,855","7,638","2,427",0,6,0,52,23,7,4,76,25,0,0,0,0,0,0,0,0,2,1,"1,594",144,32,0,0
Season 13,Hanzo,Damage,28,5,0,0,22,4,48,6,6,"54,765","9,501","5,732",25,0,0,77,16,8,49,12,4,0,2,0,0,0,"44,615","7,582","5,117",2,8,0,27,11,22,6,229,57,0,0,0,0,0,0,0,0,12,3,"2,721",427,44,0,1
Season 13,Illari,Support,27,9,0,0,3,2,34,9,6,"13,133","3,359","1,795",17,0,0,38,15,10,11,4,2,0,1,0,"31,127","10,522","12,162","3,083","1,748",1,10,0,41,19,13,7,41,19,5,2,0,0,0,0,"1,517",499,2,1,"1,820",173,48,"1,510",1
Season 13,Junker Queen,Tank,2,2,0,0,0,0,41,41,15,"5,196","5,196","2,201",4,0,0,8,8,6,6,6,0,0,0,0,"1,162","1,162","5,060","5,060","2,101",0,6,0,40,40,6,6,139,139,0,0,0,0,0,0,"1,162","1,162",0,0,255,39,32,0,0
Season 13,Junkrat,Damage,9,1,0,0,0,0,0,0,0,"14,833","9,579","4,202",6,0,0,15,9,9,6,3,1,0,0,0,0,0,"9,333","4,866","3,445",0,9,0,35,20,4,3,48,28,1,1,0,0,0,0,0,0,0,0,539,77,59,0,0
Season 13,Juno,Support,78,20,0,0,0,0,0,0,0,"36,999","6,249","2,564",60,0,0,101,18,9,23,6,8,0,2,0,"84,965","16,222","31,156","5,785","2,479",2,9,0,250,55,40,10,644,140,0,0,0,0,0,0,0,0,0,0,"5,857",579,44,0,1
Season 13,Kiriko,Support,30,17,0,0,4,2,34,7,4,"18,909","4,487","2,448",38,84,15,43,13,6,13,5,5,0,1,0,"61,309","11,282","14,676","3,228","1,332",1,6,0,157,91,13,7,397,96,31,5,0,0,0,0,0,0,4,1,"3,489",469,46,0,0
Season 13,Lúcio,Support,8,6,0,0,0,0,19,11,9,"4,340","2,000","1,602",7,8,6,10,5,4,2,1,1,0,0,0,"9,354","4,369","3,894","1,912","1,514",0,4,0,63,37,7,3,78,37,5,3,0,0,0,0,"1,625",735,0,0,659,71,38,0,0
Season 13,Mei,Damage,23,7,0,0,0,0,0,0,0,"72,458","25,813","15,788",11,0,0,42,16,11,19,8,2,0,1,0,"1,905",545,"18,097","5,975","4,177",1,11,0,138,65,20,7,272,126,17,7,0,0,0,0,"1,905",545,2,2,"1,350",213,61,0,1
Season 13,Mercy,Support,2,16,0,0,0,0,1,1,1,516,193,193,7,36,15,4,2,2,2,1,2,0,2,0,"17,766","7,534",356,171,132,2,2,0,39,28,2,1,60,28,11,5,0,0,0,0,633,279,0,0,"1,062",237,32,0,1
Season 13,Moira,Support,15,13,0,0,0,0,0,0,0,"6,015","2,879","1,653",9,27,16,19,11,5,4,3,2,0,0,0,"16,524","7,538","5,075","2,199","1,286",0,5,0,103,78,11,6,106,78,0,0,0,0,0,0,"2,801","1,137",0,0,822,121,52,0,0
Season 13,Pharah,Damage,80,6,0,0,0,0,0,0,0,"106,121","12,227","5,300",56,0,0,183,20,18,97,10,8,0,5,0,0,0,"88,320","9,729","5,100",5,18,0,79,26,40,5,322,74,0,0,0,0,0,0,0,0,10,2,"5,522",942,52,0,1
Season 13,Reaper,Damage,49,0,0,0,15,3,"1,127",144,90,"69,192","11,713","7,011",28,0,0,124,30,11,75,19,5,0,4,0,"7,140","1,024","47,676","7,485","3,566",4,11,0,123,34,37,10,243,71,0,0,0,0,0,0,"7,140","1,024",13,3,"3,284",642,96,0,0
Season 13,Reinhardt,Tank,5,3,0,0,0,0,0,0,0,"3,614","3,150","1,640",3,0,0,5,3,2,0,0,0,0,0,0,0,0,"3,614","3,150","1,640",0,2,0,2,2,0,0,13,13,4,3,0,0,0,0,0,0,0,0,233,0,0,0,0
Season 13,Sigma,Tank,16,2,0,0,0,0,0,0,0,"17,454","13,821","8,948",3,0,0,28,25,20,12,12,1,0,1,0,0,0,"13,325","10,139","6,589",1,20,0,28,20,8,5,65,36,3,0,0,0,0,0,0,0,1,1,538,198,55,0,1
Season 13,Sojourn,Damage,122,4,0,0,9,4,736,88,49,"123,349","13,204","9,459",59,0,0,225,28,17,103,15,11,0,5,0,0,0,"103,259","11,033","7,020",5,17,0,335,60,89,17,484,94,0,0,0,0,0,0,0,0,20,6,"6,410","1,243",65,0,1
Season 13,Soldier: 76,Damage,297,5,0,0,39,3,"1,047",67,43,"356,593","17,818","8,533",159,83,5,610,26,19,313,13,28,0,13,0,"48,971","2,186","298,389","11,700","6,546",13,19,0,574,58,204,12,"1,518",140,0,0,0,0,0,0,"27,544","1,316",33,3,"17,953","3,156",73,0,0
Season 13,Sombra,Damage,330,10,0,0,41,5,"1,662",128,51,"232,422","13,241","7,538",183,0,0,597,32,16,267,18,25,0,13,0,"5,737",544,"206,395","13,141","7,438",13,16,0,650,95,187,11,"1,690",153,168,10,0,0,0,0,0,0,41,5,"17,405","2,891",70,0,1
Season 13,Symmetra,Damage,75,5,0,0,0,0,0,0,0,"82,432","9,948","5,217",54,0,0,142,17,12,67,10,7,0,4,0,620,159,"72,822","9,324","4,800",4,12,0,256,39,54,9,543,126,0,0,0,0,0,0,0,0,14,3,"4,924",949,52,0,1
Season 13,Torbjörn,Damage,8,1,0,0,1,1,11,5,5,"16,994","5,099","4,188",7,0,0,13,8,8,5,3,2,0,1,0,0,0,"13,321","3,617","3,275",1,8,0,19,10,4,2,32,19,0,0,0,0,0,0,0,0,1,1,777,108,29,0,0
Season 13,Tracer,Damage,13,0,0,0,2,1,157,54,31,"11,616","4,207","2,640",15,0,0,26,10,6,13,7,2,0,1,0,0,0,"10,457","3,496","2,312",1,6,0,57,25,8,4,155,78,0,0,0,0,0,0,"1,540",630,2,2,"1,127",84,18,0,0
Season 13,Venture,Damage,168,5,0,0,0,0,0,0,0,"159,602","14,806","9,541",98,0,0,324,36,19,155,20,18,0,8,0,0,0,"142,219","12,036","6,476",8,19,0,777,178,123,18,"1,185",178,0,0,0,0,0,0,0,0,24,4,"10,461","1,818",67,0,1
Season 13,Widowmaker,Damage,60,6,0,0,91,14,202,24,11,"72,867","9,354","4,466",71,0,0,185,22,11,125,18,9,0,6,0,0,0,"67,097","9,075","4,362",6,11,0,26,6,22,4,195,48,0,0,1,88,129,21,0,0,58,9,"6,552",875,51,0,1
Season 13,Winston,Tank,10,2,0,0,0,0,0,0,0,"13,924","9,106","3,085",8,0,0,22,16,5,12,10,1,0,0,0,0,0,"13,148","8,692","2,975",0,5,2,116,87,7,5,116,88,0,0,0,0,0,0,0,0,1,1,781,163,30,0,1
Season 13,Zarya,Tank,4,4,0,0,0,0,0,0,0,"5,571","5,571","2,988",3,4,4,9,9,5,5,5,0,0,0,0,0,0,"4,491","4,491","2,281",0,5,0,146,146,7,7,146,146,2,2,0,0,0,0,0,0,0,0,305,112,26,0,0
Season 13,Zenyatta,Support,4,11,0,0,1,1,7,4,2,"7,021","3,536","2,030",5,16,12,9,5,4,5,3,1,0,0,0,"6,509","4,064","5,444","2,886","1,534",0,4,0,7,6,2,1,15,10,6,5,0,0,0,0,76,76,1,1,476,62,21,0,0
Season 14,Ana,Support,70,26,0,0,0,0,0,0,0,"49,695","7,315","2,787",51,159,21,111,17,8,41,10,10,0,6,0,"133,978","18,345","37,687","5,912","2,603",6,8,0,107,41,50,11,"1,100",204,84,15,1,0,0,0,"3,786",598,2,1,"8,095","1,314",79,0,1
Season 14,Ashe,Damage,53,6,0,0,14,4,82,15,9,"71,487","9,391","6,441",26,0,0,111,21,11,58,10,4,0,3,0,0,0,"59,317","8,577","4,544",3,11,0,67,12,28,6,279,97,0,0,1,13,62,12,0,0,12,4,"3,097",399,31,0,1
Season 14,Baptiste,Support,9,8,0,0,0,0,26,10,5,"12,200","4,580","2,271",14,22,10,17,8,5,8,4,2,0,1,1,"13,659","3,462","7,856","2,751","1,446",1,5,0,14,11,2,2,33,20,5,3,0,0,0,0,"1,734",469,0,0,"1,224",83,27,0,0
Season 14,Bastion,Damage,8,2,0,0,0,0,28,12,12,"15,652","6,720","5,027",8,0,0,15,6,6,7,3,1,0,0,0,0,0,"10,175","3,710","3,326",0,6,0,11,6,7,3,49,26,0,0,0,0,0,0,0,0,1,1,529,116,16,0,0
Season 14,Brigitte,Support,131,28,0,0,0,0,0,0,0,"73,900","7,273","2,507",91,326,33,190,20,8,58,8,14,0,6,0,"132,753","12,468","60,429","5,715","2,125",6,8,0,495,94,70,7,893,126,91,0,0,0,0,0,"15,876",0,3,2,"8,844","1,425",63,0,0
Season 14,Cassidy,Damage,47,4,0,0,14,3,75,11,8,"65,440","7,457","3,328",43,0,0,133,18,12,86,8,7,0,4,0,0,0,"57,995","6,671","3,174",4,12,0,145,25,41,8,413,133,0,0,0,0,0,0,0,0,7,2,"4,039",765,42,0,1
Season 14,Echo,Damage,17,2,0,0,0,0,64,26,12,"27,301","9,014","7,550",12,0,0,33,16,9,16,7,2,0,2,0,380,380,"19,905","6,827","4,779",2,9,0,56,25,6,5,60,26,0,0,0,0,0,0,0,0,5,4,"1,343",149,23,0,0
Season 14,Genji,Damage,40,0,0,0,2,1,79,25,13,"36,090","15,629","5,854",18,0,0,77,42,14,37,23,4,0,2,0,0,0,"27,749","12,251","4,286",2,14,0,120,54,15,11,191,87,0,0,0,0,0,0,0,0,2,2,"2,066",418,44,0,0
Season 14,Hanzo,Damage,19,4,0,0,14,3,44,9,7,"43,130","7,919","4,781",21,0,0,53,16,8,34,12,2,0,1,0,0,0,"31,843","5,569","3,999",1,8,0,22,5,18,6,99,69,0,0,0,0,0,0,0,0,6,2,"1,982",270,43,0,0
Season 14,Illari,Support,17,6,0,0,4,1,39,10,4,"16,800","3,189","2,109",19,0,0,31,8,4,14,5,3,0,2,0,"33,287","8,715","14,914","2,835","1,932",2,4,0,20,6,10,4,73,55,3,2,0,0,0,0,"1,842",529,2,2,"2,199",126,19,"1,873",1
Season 14,Junkrat,Damage,14,5,0,0,0,0,0,0,0,"8,882","5,918","4,166",4,0,0,17,13,12,3,2,1,0,1,0,0,0,"7,680","4,992","3,274",1,12,0,12,12,3,2,18,18,6,5,0,0,0,0,0,0,0,0,454,121,43,0,0
Season 14,Juno,Support,44,7,0,0,0,0,0,0,0,"21,419","5,477","3,432",23,0,0,66,13,9,22,5,4,0,1,0,"40,084","7,876","16,219","3,637","2,139",1,9,0,123,57,27,7,197,71,0,0,0,0,0,0,0,0,2,2,"2,875",552,54,0,0
Season 14,Kiriko,Support,82,28,0,0,20,4,107,12,8,"59,266","5,978","2,776",68,277,32,142,13,9,60,8,12,0,7,0,"141,037","14,072","47,677","5,171","2,713",7,9,0,430,78,67,9,"1,242",205,85,8,0,0,0,0,0,0,4,2,"8,644","1,474",46,0,0
Season 14,Lifeweaver,Support,4,14,0,0,1,1,16,9,9,"2,084","1,124","1,004",4,31,16,6,5,4,2,2,1,0,1,0,"14,365","7,282","1,898","1,034",914,1,4,0,15,6,1,1,40,30,0,0,0,0,0,0,"1,093",688,0,0,798,31,16,0,0
Season 14,Lúcio,Support,21,24,0,0,0,0,46,19,8,"14,433","6,367","2,017",23,32,21,29,15,7,8,5,3,0,0,0,"22,773","10,631","12,761","5,651","1,980",0,7,0,257,106,10,6,279,106,20,15,0,0,0,0,"5,303","2,469",0,0,"2,199",114,27,0,0
Season 14,Mei,Damage,24,9,0,0,0,0,0,0,0,"60,539","22,102","7,831",14,0,0,42,23,10,18,10,2,0,1,0,"3,421",942,"19,389","7,109","2,414",1,10,0,121,44,19,9,149,44,16,9,0,0,0,0,"3,421",942,1,1,"1,319",221,47,0,1
Season 14,Mercy,Support,1,6,0,0,0,0,2,2,2,500,260,140,13,13,4,1,1,1,0,0,1,0,1,0,"16,342","6,270",260,140,140,1,1,0,15,6,0,0,46,31,3,3,0,0,0,0,"1,053",568,0,0,"1,071",162,30,0,1
Season 14,Moira,Support,101,21,0,0,0,0,0,0,0,"60,603","10,638","3,015",49,117,22,139,22,11,38,8,7,0,4,0,"84,545","12,120","52,848","9,186","2,840",4,11,0,375,97,67,12,610,153,0,0,0,0,0,0,"17,549","2,739",4,2,"4,900",934,61,0,0
Season 14,Pharah,Damage,36,2,0,0,0,0,0,0,0,"50,126","7,023","6,485",19,0,0,89,16,10,53,10,4,0,3,0,0,0,"41,671","6,581","4,819",3,10,0,21,12,16,3,122,36,0,0,0,0,0,0,0,0,9,3,"2,409",460,57,0,1
Season 14,Reaper,Damage,22,0,0,0,7,3,616,108,69,"39,160","8,049","4,421",20,0,0,56,11,9,34,7,2,0,1,0,"4,218",804,"26,375","6,613","4,421",1,9,0,189,72,28,6,264,76,0,0,0,0,0,0,"4,218",804,4,2,"1,787",409,51,0,0
Season 14,Sojourn,Damage,244,5,0,0,23,5,"2,044",101,66,"331,089","17,163","8,952",147,0,0,578,33,19,334,21,26,0,16,0,0,0,"272,402","14,697","7,136",16,19,0,361,33,171,11,"1,236",153,0,0,0,0,0,0,0,0,51,5,"15,913","3,181",60,0,0
Season 14,Soldier: 76,Damage,31,3,0,0,5,2,121,28,17,"42,545","9,664","5,085",22,13,4,57,14,8,26,6,2,0,1,0,"4,648","1,069","33,497","7,816","4,697",1,8,0,26,9,16,4,93,69,0,0,0,0,0,0,"2,646",564,3,1,"1,905",292,38,0,1
Season 14,Sombra,Damage,235,11,0,0,21,3,"1,001",68,60,"164,247","12,762","6,090",117,0,0,402,31,14,166,13,17,0,8,0,"5,767",914,"145,868","9,533","6,015",8,14,0,482,171,119,16,"1,026",171,127,11,0,0,0,0,0,0,17,5,"11,116","1,916",51,0,1
Season 14,Symmetra,Damage,39,6,0,0,0,0,0,0,0,"41,626","10,149","4,467",24,0,0,77,18,11,38,10,4,0,2,0,437,179,"36,742","8,333","3,469",2,11,0,157,53,41,14,525,193,0,0,0,0,0,0,0,0,5,2,"2,529",452,34,0,1
Season 14,Torbjörn,Damage,0,0,0,0,0,0,0,0,0,509,509,509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,244,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0
Season 14,Tracer,Damage,25,0,0,0,1,1,226,71,46,"18,618","6,824","3,219",11,0,0,50,21,11,25,10,2,0,1,0,0,0,"17,452","6,470","2,990",1,11,0,67,31,16,7,89,35,0,0,0,0,0,0,"2,181","1,070",2,2,"1,362",274,41,0,0
Season 14,Widowmaker,Damage,14,4,0,0,14,5,25,6,5,"11,142","2,697","1,798",11,0,0,34,7,7,20,5,2,0,1,0,0,0,"10,911","2,617","1,700",1,7,0,1,1,9,4,59,31,0,0,1,14,19,6,0,0,6,3,"1,135",176,26,0,1
Season 14,Zenyatta,Support,58,32,0,0,2,2,44,15,10,"34,832","9,315","3,810",19,115,33,76,28,13,18,9,4,0,2,0,"35,949","10,522","25,235","8,080","3,070",2,13,0,138,84,36,14,590,171,54,18,0,0,0,0,917,394,1,1,"2,810",651,96,0,0
Season 15,Ana,Support,64,31,0,0,0,0,0,0,0,"43,416","6,623","3,624",53,110,30,87,25,11,23,11,8,0,4,0,"91,513","17,087","33,914","5,835","3,039",4,11,0,97,38,33,9,665,146,65,15,1,0,0,0,"2,038",775,0,0,"5,945",968,59,0,1
Season 15,Ashe,Damage,409,8,0,0,95,6,741,52,16,"509,533","26,675","7,599",220,0,0,794,45,16,383,23,31,0,18,0,0,0,"436,078","24,292","7,506",18,16,0,400,23,196,14,"2,462",168,0,0,1,94,624,49,0,0,66,7,"23,693","4,342",84,0,1
Season 15,Bastion,Damage,33,3,0,0,2,1,77,16,11,"82,704","15,667","11,465",21,0,0,71,15,13,38,10,3,0,1,0,92,92,"51,006","14,305","10,356",1,13,0,36,18,22,7,229,96,0,0,0,0,0,0,0,92,5,1,"2,458",587,45,0,0
Season 15,Brigitte,Support,50,22,0,0,0,0,0,0,0,"25,319","4,629","2,268",36,125,28,79,24,15,29,11,7,0,5,0,"54,699","12,004","23,268","4,379","2,268",5,15,0,151,43,21,6,249,56,38,0,0,0,0,0,"6,257",0,4,2,"3,624",521,47,0,0
Season 15,Cassidy,Damage,451,6,0,0,92,6,667,23,11,"584,701","22,488","13,167",324,0,0,"1,013",35,17,562,23,51,1,29,0,0,0,"485,263","17,214","8,563",29,17,0,"1,728",115,377,15,"2,539",164,0,0,0,0,0,0,0,0,75,5,"31,654","6,333",92,0,1
Season 15,D.Va,Tank,3,3,0,0,0,0,215,215,58,"6,752","6,752","1,713",5,0,0,10,10,4,7,7,0,0,0,0,0,0,"5,808","5,808","1,464",0,4,0,19,19,1,1,19,19,0,0,0,0,0,0,0,0,1,1,383,12,8,0,0
Season 15,Doomfist,Tank,8,2,0,0,1,1,93,40,16,"11,479","4,362","3,621",12,0,0,16,6,5,6,3,1,0,0,0,334,199,"10,496","4,112","3,249",0,5,0,112,57,8,4,132,63,0,0,0,0,0,0,0,0,0,0,843,110,65,0,0
Season 15,Echo,Damage,5,1,0,0,0,0,94,39,36,"17,458","6,923","6,906",9,0,0,16,6,5,11,4,2,0,0,0,113,63,"15,540","5,927","5,910",0,5,0,28,16,5,3,136,54,0,0,0,0,0,0,0,0,2,1,"1,006",158,46,0,0
Season 15,Genji,Damage,74,0,0,0,7,4,184,37,18,"76,532","17,508","6,992",49,0,0,133,31,15,59,13,7,0,1,0,713,259,"61,922","14,226","5,971",1,15,0,229,48,47,9,328,68,0,0,0,0,0,0,0,0,10,3,"4,668",693,47,0,0
Season 15,Hanzo,Damage,64,9,0,0,31,8,98,19,12,"102,463","12,357","6,364",65,0,0,186,26,15,122,22,8,0,4,0,0,0,"88,255","11,397","5,909",4,15,0,88,17,50,8,259,132,0,0,0,0,0,0,0,0,25,7,"5,888",999,73,0,0
Season 15,Illari,Support,40,15,0,0,2,1,55,19,9,"27,153","10,974","2,599",30,0,0,54,23,7,14,6,3,1,1,0,"61,542","22,820","21,179","8,269","1,974",1,7,0,57,21,20,10,321,140,6,3,0,0,0,0,"2,774","1,404",3,3,"3,211",330,59,"4,512",1
Season 15,Junker Queen,Tank,203,16,0,0,22,3,"1,894",162,86,"200,113","20,591","8,240",92,0,0,365,33,21,161,16,15,0,9,0,"44,138","4,033","171,649","14,975","7,445",9,21,0,934,109,152,23,"1,384",232,0,0,0,0,0,0,"39,425","3,527",14,2,"9,457","2,208",56,0,0
Season 15,Junkrat,Damage,5,1,0,0,0,0,0,0,0,"5,897","5,897","4,852",2,0,0,10,10,6,5,5,1,0,1,0,0,0,"4,780","4,780","3,910",1,6,0,0,0,2,2,4,4,1,1,0,0,0,0,0,0,2,2,380,36,15,0,0
Season 15,Juno,Support,143,22,0,0,0,0,0,0,0,"56,904","6,893","2,607",68,0,0,191,24,14,48,7,12,0,7,0,"137,319","19,039","42,396","5,676","2,145",7,14,0,464,218,77,13,"1,074",218,0,0,0,0,0,0,0,0,0,0,"8,039","1,242",57,0,0
Season 15,Kiriko,Support,92,26,0,0,18,4,114,13,12,"66,367","6,537","3,837",68,272,29,152,20,10,60,9,13,0,7,0,"167,613","22,338","52,499","5,184","3,837",7,10,0,370,108,49,8,"1,105",150,89,13,0,0,0,0,0,0,3,1,"9,352","1,303",65,0,0
Season 15,Lifeweaver,Support,11,26,0,0,0,0,58,49,12,"2,869","2,072",667,11,45,28,14,9,4,3,2,2,0,1,0,"30,384","13,708","2,551","1,820",667,1,4,0,130,66,9,6,375,289,0,0,0,0,0,0,"2,487","1,297",0,0,"1,483",171,39,0,0
